,month,day,hour,ws
1148,7,18,20,3.5
1149,7,18,21,1.4
1150,7,18,22,0.2
1151,7,18,23,1.3
1152,7,19,0,2.4
1153,7,19,1,1.9
1154,7,19,2,3.2
1155,7,19,3,2.0
1156,7,19,4,1.9
1157,7,19,5,3.2
1158,7,19,6,2.5
1159,7,19,7,4.1
1160,7,19,8,3.8
1161,7,19,9,4.3
1162,7,19,10,4.0
1163,7,19,11,1.4
1164,7,19,12,0.9
1165,7,19,13,1.6
1166,7,19,14,2.7
1167,7,19,15,3.4
1168,7,19,16,3.4
1169,7,19,17,2.0
1170,7,19,18,3.8
1171,7,19,19,4.7
1172,7,19,20,4.1
1173,7,19,21,4.5
1174,7,19,22,3.8
1175,7,19,23,3.7
1176,7,20,0,3.8
1177,7,20,1,3.4
1178,7,20,2,2.7
1179,7,20,3,2.9
1180,7,20,4,3.0
1181,7,20,5,3.3
1182,7,20,6,2.8
1183,7,20,7,2.5
1184,7,20,8,3.8
1185,7,20,9,4.0
1186,7,20,10,1.1
1187,7,20,11,2.0
1188,7,20,12,1.1
1189,7,20,13,2.4
1190,7,20,14,2.9
1191,7,20,15,2.0
1192,7,20,16,1.6
1193,7,20,17,2.7
1194,7,20,18,2.6
1195,7,20,19,3.8
1196,7,20,20,2.5
1197,7,20,21,1.9
1198,7,20,22,3.0
1199,7,20,23,2.2
1200,7,21,0,3.3
1201,7,21,1,2.9
1202,7,21,2,2.6
1203,7,21,3,3.0
1204,7,21,4,2.8
1205,7,21,5,2.2
1206,7,21,6,1.9
1207,7,21,7,1.7
1208,7,21,8,3.0
1209,7,21,9,2.8
1210,7,21,10,3.1
1211,7,21,11,4.1
1212,7,21,12,3.0
1213,7,21,13,2.5
1214,7,21,14,3.2
1215,7,21,15,2.8
1216,7,21,16,1.8
1217,7,21,17,1.3
1218,7,21,18,2.8
1219,7,21,19,1.6
1220,7,21,20,1.4
1221,7,21,21,2.2
1222,7,21,22,1.8
1223,7,21,23,1.1
1224,7,22,0,2.0
1225,7,22,1,1.4
1226,7,22,2,1.3
1227,7,22,3,1.6
1228,7,22,4,3.1
1229,7,22,5,2.7
1230,7,22,6,2.8
1231,7,22,7,3.4
1232,7,22,8,4.8
1233,7,22,9,4.8
1234,7,22,10,4.6
1235,7,22,11,4.7
1236,7,22,12,3.8
1237,7,22,13,4.2
1238,7,22,14,5.4
1239,7,22,15,4.5
1240,7,22,16,5.1
1241,7,22,17,3.7
1242,7,22,18,3.4
1243,7,22,19,1.9
1244,7,22,20,2.7
1245,7,22,21,2.4
1246,7,22,22,2.8
1247,7,22,23,2.3
1248,7,23,0,2.7
1249,7,23,1,0.6
1250,7,23,2,0.9
1251,7,23,3,1.7
1252,7,23,4,1.6
1253,7,23,5,2.0
1254,7,23,6,1.9
1255,7,23,7,2.0
1256,7,23,8,3.6
1257,7,23,9,4.1
1258,7,23,10,5.1
1259,7,23,11,5.3
1260,7,23,12,4.9
1261,7,23,13,5.5
1262,7,23,14,5.7
1263,7,23,15,4.1
1264,7,23,16,2.8
1265,7,23,17,1.4
1266,7,23,18,1.9
1267,7,23,19,1.3
1268,7,23,20,1.5
1269,7,23,21,1.6
1270,7,23,22,2.4
1271,7,23,23,1.5
1272,7,24,0,2.5
1273,7,24,1,1.4
1274,7,24,2,2.2
1275,7,24,3,2.3
1276,7,24,4,2.4
1277,7,24,5,2.9
1278,7,24,6,2.7
1279,7,24,7,2.7
1280,7,24,8,2.6
1281,7,24,9,2.9
1282,7,24,10,3.5
1283,7,24,11,4.1
1284,7,24,12,3.4
1285,7,24,13,4.0
1286,7,24,14,3.5
1287,7,24,15,3.0
1288,7,24,16,3.2
1289,7,24,17,1.3
1290,7,24,18,1.6
1291,7,24,19,2.1
1292,7,24,20,1.0
1293,7,24,21,1.6
1294,7,24,22,1.8
1295,7,24,23,0.4
1296,7,25,0,0.8
1297,7,25,1,1.1
1298,7,25,2,1.1
1299,7,25,3,0.3
1300,7,25,4,0.8
1301,7,25,5,1.8
1302,7,25,6,1.4
1303,7,25,7,1.4
1304,7,25,8,1.8
1305,7,25,9,2.4
1306,7,25,10,2.8
1307,7,25,11,3.1
1308,7,25,12,3.2
1309,7,25,13,4.2
1310,7,25,14,3.7
1311,7,25,15,3.9
1312,7,25,16,2.8
1313,7,25,17,3.1
1314,7,25,18,2.4
1315,7,25,19,1.4
1316,7,25,20,2.0
1317,7,25,21,1.7
1318,7,25,22,1.5
1319,7,25,23,1.2
1320,7,26,0,1.4
1321,7,26,1,0.9
1322,7,26,2,1.5
1323,7,26,3,1.8
1324,7,26,4,1.6
1325,7,26,5,2.5
1326,7,26,6,1.0
1327,7,26,7,1.6
1328,7,26,8,2.2
1329,7,26,9,1.6
1330,7,26,10,2.6
1331,7,26,11,3.2
1332,7,26,12,3.9
1333,7,26,13,4.3
1334,7,26,14,4.2
1335,7,26,15,2.6
1336,7,26,16,1.6
1337,7,26,17,2.0
1338,7,26,18,0.6
1339,7,26,19,1.2
1340,7,26,20,1.6
1341,7,26,21,2.7
1342,7,26,22,2.3
1343,7,26,23,2.3
1344,7,27,0,1.9
1345,7,27,1,2.0
1346,7,27,2,1.1
1347,7,27,3,1.3
1348,7,27,4,1.4
1349,7,27,5,1.2
1350,7,27,6,1.4
1351,7,27,7,2.4
1352,7,27,8,2.5
1353,7,27,9,2.3
1354,7,27,10,3.1
1355,7,27,11,2.8
1356,7,27,12,4.5
1357,7,27,13,3.1
1358,7,27,14,2.5
1359,7,27,15,2.7
1360,7,27,16,2.9
1361,7,27,17,0.7
1362,7,27,18,1.9
1363,7,27,19,2.4
1364,7,27,20,1.6
1365,7,27,21,1.1
1366,7,27,22,0.6
1367,7,27,23,1.3
1368,7,28,0,2.3
1369,7,28,1,2.0
1370,7,28,2,1.7
1371,7,28,3,1.9
1372,7,28,4,0.8
1373,7,28,5,1.9
1374,7,28,6,0.2
1375,7,28,7,0.2
1376,7,28,8,2.7
1377,7,28,9,2.7
1378,7,28,10,3.3
1379,7,28,11,2.9
1380,7,28,12,3.0
1381,7,28,13,4.3
1382,7,28,14,3.3
1383,7,28,15,2.1
1384,7,28,16,1.1
1385,7,28,17,1.1
1386,7,28,18,0.9
1387,7,28,19,1.3
1388,7,28,20,2.0
1389,7,28,21,1.6
1390,7,28,22,1.1
1391,7,28,23,1.5
1392,7,29,0,0.8
1393,7,29,1,1.4
1394,7,29,2,1.0
1395,7,29,3,0.9
1396,7,29,4,0.2
1397,7,29,5,1.5
1398,7,29,6,0.9
1399,7,29,7,3.2
1400,7,29,8,2.6
1401,7,29,9,3.2
1402,7,29,10,3.5
1403,7,29,11,2.8
1404,7,29,12,3.5
1405,7,29,13,4.0
1406,7,29,14,4.5
1407,7,29,15,2.7
1408,7,29,16,3.0
1409,7,29,17,3.3
1410,7,29,18,2.3
1411,7,29,19,2.8
1412,7,29,20,2.3
1413,7,29,21,0.9
1414,7,29,22,2.0
1415,7,29,23,0.9
1416,7,30,0,1.0
1417,7,30,1,1.7
1418,7,30,2,0.8
1419,7,30,3,0.1
1420,7,30,4,0.7
1421,7,30,5,1.5
1422,7,30,6,2.1
1423,7,30,7,2.6
1424,7,30,8,2.0
1425,7,30,9,1.3
1426,7,30,10,2.2
1427,7,30,11,4.1
1428,7,30,12,2.5
1429,7,30,13,4.4
1430,7,30,14,4.6
1431,7,30,15,4.2
1432,7,30,16,3.1
1433,7,30,17,2.0
1434,7,30,18,2.3
1435,7,30,19,1.9
1436,7,30,20,1.4
1437,7,30,21,0.8
1438,7,30,22,1.3
1439,7,30,23,1.1
1440,7,31,0,1.1
1441,7,31,1,2.4
1442,7,31,2,1.6
1443,7,31,3,1.4
1444,7,31,4,0.6
1445,7,31,5,1.1
1446,7,31,6,1.4
1447,7,31,7,3.5
1448,7,31,8,3.1
1449,7,31,9,1.5
1450,7,31,10,2.3
1451,7,31,11,3.7
1452,7,31,12,3.9
1453,7,31,13,4.0
1454,7,31,14,4.5
1455,7,31,15,2.7
1456,7,31,16,3.9
1457,7,31,17,4.2
1458,7,31,18,2.0
1459,7,31,19,2.3
1460,7,31,20,2.6
1461,7,31,21,0.3
1462,7,31,22,1.9
1463,7,31,23,1.7
1464,8,1,0,1.9
1465,8,1,1,1.0
1466,8,1,2,1.5
1467,8,1,3,1.4
1468,8,1,4,1.6
1469,8,1,5,1.4
1470,8,1,6,0.4
1471,8,1,7,0.8
1472,8,1,8,2.5
1473,8,1,9,2.2
1474,8,1,10,1.7
1475,8,1,11,2.6
1476,8,1,12,1.9
1477,8,1,13,2.4
1478,8,1,14,2.8
1479,8,1,15,2.5
1480,8,1,16,4.2
1481,8,1,17,2.0
1482,8,1,18,0.0
1483,8,1,19,2.3
1484,8,1,20,1.1
1485,8,1,21,1.5
1486,8,1,22,1.1
1487,8,1,23,1.9
1488,8,2,0,0.4
1489,8,2,1,0.2
1490,8,2,2,0.3
1491,8,2,3,0.2
1492,8,2,4,0.3
1493,8,2,5,1.0
1494,8,2,6,1.5
1495,8,2,7,1.4
1496,8,2,8,1.2
1497,8,2,9,3.6
1498,8,2,10,2.0
1499,8,2,11,2.6
1500,8,2,12,2.8
1501,8,2,13,4.3
1502,8,2,14,7.3
1503,8,2,15,1.4
1504,8,2,16,3.2
1505,8,2,17,3.0
1506,8,2,18,2.4
1507,8,2,19,1.4
1508,8,2,20,2.0
1509,8,2,21,0.8
1510,8,2,22,0.3
1511,8,2,23,1.5
1512,8,3,0,1.3
1513,8,3,1,1.1
1514,8,3,2,1.2
1515,8,3,3,1.9
1516,8,3,4,1.0
1517,8,3,5,1.8
1518,8,3,6,1.4
1519,8,3,7,0.2
1520,8,3,8,1.3
1521,8,3,9,2.2
1522,8,3,10,3.3
1523,8,3,11,3.8
1524,8,3,12,3.8
1525,8,3,13,5.2
1526,8,3,14,4.9
1527,8,3,15,5.5
1528,8,3,16,3.0
1529,8,3,17,2.3
1530,8,3,18,3.3
1531,8,3,19,1.4
1532,8,3,20,2.9
1533,8,3,21,1.1
1534,8,3,22,1.2
1535,8,3,23,2.4
1536,8,4,0,2.0
1537,8,4,1,0.7
1538,8,4,2,2.1
1539,8,4,3,1.6
1540,8,4,4,1.4
1541,8,4,5,0.9
1542,8,4,6,1.8
1543,8,4,7,1.1
1544,8,4,8,1.3
1545,8,4,9,2.0
1546,8,4,10,3.5
1547,8,4,11,3.9
1548,8,4,12,2.5
1549,8,4,13,3.0
1550,8,4,14,3.1
1551,8,4,15,3.9
1552,8,4,16,4.2
1553,8,4,17,3.7
1554,8,4,18,2.8
1555,8,4,19,2.1
1556,8,4,20,0.6
1557,8,4,21,1.1
1558,8,4,22,1.9
1559,8,4,23,0.8
1560,8,5,0,1.3
1561,8,5,1,1.6
1562,8,5,2,0.9
1563,8,5,3,1.3
1564,8,5,4,0.7
1565,8,5,5,1.7
1566,8,5,6,0.0
1567,8,5,7,1.3
1568,8,5,8,2.4
1569,8,5,9,1.0
1570,8,5,10,2.0
1571,8,5,11,2.2
1572,8,5,12,3.2
1573,8,5,13,3.3
1574,8,5,14,3.0
1575,8,5,15,3.3
1576,8,5,16,2.5
1577,8,5,17,4.1
1578,8,5,18,2.1
1579,8,5,19,1.8
1580,8,5,20,0.7
1581,8,5,21,1.3
1582,8,5,22,1.3
1583,8,5,23,1.7
1584,8,6,0,1.5
1585,8,6,1,1.3
1586,8,6,2,0.9
1587,8,6,3,0.7
1588,8,6,4,1.2
1589,8,6,5,0.3
1590,8,6,6,0.0
1591,8,6,7,0.7
1592,8,6,8,0.9
1593,8,6,9,1.7
1594,8,6,10,2.3
1595,8,6,11,3.3
1596,8,6,12,4.3
1597,8,6,13,4.3
1598,8,6,14,4.0
1599,8,6,15,3.0
1600,8,6,16,2.8
1601,8,6,17,1.1
1602,8,6,18,2.2
1603,8,6,19,2.5
1604,8,6,20,2.0
1605,8,6,21,2.7
1606,8,6,22,3.3
1607,8,6,23,2.7
1608,8,7,0,3.0
1609,8,7,1,3.1
1610,8,7,2,3.0
1611,8,7,3,2.7
1612,8,7,4,3.3
1613,8,7,5,3.5
1614,8,7,6,1.4
1615,8,7,7,1.3
1616,8,7,8,1.6
1617,8,7,9,0.6
1618,8,7,10,2.5
1619,8,7,11,2.0
1620,8,7,12,3.7
1621,8,7,13,3.4
1622,8,7,14,5.5
1623,8,7,15,4.4
1624,8,7,16,2.3
1625,8,7,17,2.9
1626,8,7,18,1.1
1627,8,7,19,2.1
1628,8,7,20,2.5
1629,8,7,21,2.4
1630,8,7,22,2.1
1631,8,7,23,2.4
1632,8,8,0,1.6
1633,8,8,1,1.2
1634,8,8,2,0.1
1635,8,8,3,1.7
1636,8,8,4,0.4
1637,8,8,5,1.0
1638,8,8,6,1.5
1639,8,8,7,1.3
1640,8,8,8,0.7
1641,8,8,9,1.1
1642,8,8,10,2.9
1643,8,8,11,2.7
1644,8,8,12,3.6
1645,8,8,13,5.0
1646,8,8,14,2.4
1647,8,8,15,6.3
1648,8,8,16,3.5
1649,8,8,17,3.5
1650,8,8,18,4.5
1651,8,8,19,3.8
1652,8,8,20,4.6
1653,8,8,21,6.3
1654,8,8,22,5.8
1655,8,8,23,6.2
1656,8,9,0,4.9
1657,8,9,1,5.7
1658,8,9,2,6.8
1659,8,9,3,8.2
1660,8,9,4,7.8
1661,8,9,5,6.0
1662,8,9,6,7.1
1663,8,9,7,6.9
1664,8,9,8,8.2
1665,8,9,9,6.7
1666,8,9,10,6.3
1667,8,9,11,6.5
1668,8,9,12,4.3
1669,8,9,13,3.8
1670,8,9,14,4.0
1671,8,9,15,2.4
1672,8,9,16,1.4
1673,8,9,17,2.8
1674,8,9,18,2.6
1675,8,9,19,2.4
1676,8,9,20,3.1
1677,8,9,21,3.6
1678,8,9,22,5.5
1679,8,9,23,5.8
1680,8,10,0,5.5
1681,8,10,1,6.7
1682,8,10,2,6.2
1683,8,10,3,5.0
1684,8,10,4,6.0
1685,8,10,5,6.3
1686,8,10,6,6.1
1687,8,10,7,5.1
1688,8,10,8,4.9
1689,8,10,9,5.4
1690,8,10,10,5.2
1691,8,10,11,6.2
1692,8,10,12,5.9
1693,8,10,13,6.0
1694,8,10,14,6.0
1695,8,10,15,5.6
1696,8,10,16,4.3
1697,8,10,17,5.3
1698,8,10,18,4.9
1699,8,10,19,3.4
1700,8,10,20,3.7
1701,8,10,21,4.8
1702,8,10,22,4.6
1703,8,10,23,4.0
1704,8,11,0,4.2
1705,8,11,1,4.5
1706,8,11,2,4.6
1707,8,11,3,4.9
1708,8,11,4,3.9
1709,8,11,5,3.7
1710,8,11,6,3.6
1711,8,11,7,4.1
1712,8,11,8,4.6
1713,8,11,9,5.2
1714,8,11,10,6.1
1715,8,11,11,5.6
1716,8,11,12,5.3
1717,8,11,13,5.5
1718,8,11,14,5.0
1719,8,11,15,4.8
1720,8,11,16,4.3
1721,8,11,17,3.3
1722,8,11,18,3.6
1723,8,11,19,3.0
1724,8,11,20,4.0
1725,8,11,21,2.7
1726,8,11,22,3.6
1727,8,11,23,3.4
1728,8,12,0,3.6
1729,8,12,1,3.7
1730,8,12,2,3.5
1731,8,12,3,2.9
1732,8,12,4,3.2
1733,8,12,5,3.6
1734,8,12,6,1.5
1735,8,12,7,1.4
1736,8,12,8,2.2
1737,8,12,9,1.1
1738,8,12,10,2.0
1739,8,12,11,2.6
1740,8,12,12,3.0
1741,8,12,13,2.6
1742,8,12,14,1.8
1743,8,12,15,0.6
1744,8,12,16,2.2
1745,8,12,17,2.0
1746,8,12,18,2.0
1747,8,12,19,2.9
1748,8,12,20,1.8
1749,8,12,21,1.8
1750,8,12,22,3.4
1751,8,12,23,2.5
1752,8,13,0,0.7
1753,8,13,1,3.0
1754,8,13,2,2.7
1755,8,13,3,3.3
1756,8,13,4,4.5
1757,8,13,5,3.8
1758,8,13,6,2.3
1759,8,13,7,4.3
1760,8,13,8,2.5
1761,8,13,9,3.5
1762,8,13,10,1.4
1763,8,13,11,2.3
1764,8,13,12,1.0
1765,8,13,13,1.4
1766,8,13,14,1.8
1767,8,13,15,2.0
1768,8,13,16,1.0
1769,8,13,17,2.9
1770,8,13,18,1.1
1771,8,13,19,1.3
1772,8,13,20,2.0
1773,8,13,21,2.3
1774,8,13,22,1.6
1775,8,13,23,1.7
1776,8,14,0,2.2
1777,8,14,1,2.2
1778,8,14,2,2.6
1779,8,14,3,1.6
1780,8,14,4,2.1
1781,8,14,5,1.9
1782,8,14,6,1.6
1783,8,14,7,2.9
1784,8,14,8,2.7
1785,8,14,9,2.9
1786,8,14,10,3.5
1787,8,14,11,2.3
1788,8,14,12,2.5
1789,8,14,13,5.2
1790,8,14,14,1.3
1791,8,14,15,3.8
1792,8,14,16,4.8
1793,8,14,17,3.6
1794,8,14,18,3.6
1795,8,14,19,2.3
1796,8,14,20,2.4
1797,8,14,21,3.4
1798,8,14,22,1.2
1799,8,14,23,1.4
1800,8,15,0,0.6
1801,8,15,1,2.7
1802,8,15,2,2.9
1803,8,15,3,3.7
1804,8,15,4,4.0
1805,8,15,5,4.2
1806,8,15,6,3.5
1807,8,15,7,4.6
1808,8,15,8,6.5
1809,8,15,9,5.1
1810,8,15,10,4.8
1811,8,15,11,4.6
1812,8,15,12,4.3
1813,8,15,13,4.0
1814,8,15,14,2.9
1815,8,15,15,5.2
1816,8,15,16,4.7
1817,8,15,17,5.9
1818,8,15,18,4.1
1819,8,15,19,4.2
1820,8,15,20,4.7
1821,8,15,21,5.3
1822,8,15,22,2.7
1823,8,15,23,5.2
1824,8,16,0,4.6
1825,8,16,1,4.5
1826,8,16,2,3.0
1827,8,16,3,4.0
1828,8,16,4,3.2
1829,8,16,5,2.8
1830,8,16,6,1.8
1831,8,16,7,2.7
1832,8,16,8,7.2
1833,8,16,9,2.3
1834,8,16,10,3.2
1835,8,16,11,1.1
1836,8,16,12,1.5
1837,8,16,13,2.0
1838,8,16,14,1.9
1839,8,16,15,2.3
1840,8,16,16,1.4
1841,8,16,17,3.0
1842,8,16,18,2.0
1843,8,16,19,2.3
1844,8,16,20,1.7
1845,8,16,21,2.6
1846,8,16,22,1.6
1847,8,16,23,2.5
1848,8,17,0,3.2
1849,8,17,1,2.7
1850,8,17,2,3.7
1851,8,17,3,3.4
1852,8,17,4,3.2
1853,8,17,5,2.8
1854,8,17,6,3.0
1855,8,17,7,2.9
1856,8,17,8,2.4
1857,8,17,9,2.9
1858,8,17,10,1.8
1859,8,17,11,1.8
1860,8,17,12,3.5
1861,8,17,13,2.9
1862,8,17,14,2.6
1863,8,17,15,3.3
1864,8,17,16,2.4
1865,8,17,17,2.0
1866,8,17,18,2.4
1867,8,17,19,0.7
1868,8,17,20,1.8
1869,8,17,21,3.8
1870,8,17,22,1.8
1871,8,17,23,0.5
1872,8,18,0,3.0
1873,8,18,1,2.4
1874,8,18,2,2.9
1875,8,18,3,2.5
1876,8,18,4,2.2
1877,8,18,5,1.5
1878,8,18,6,1.9
1879,8,18,7,1.7
1880,8,18,8,2.0
1881,8,18,9,2.9
1882,8,18,10,3.9
1883,8,18,11,2.5
1884,8,18,12,2.9
1885,8,18,13,3.9
1886,8,18,14,2.4
1887,8,18,15,2.8
1888,8,18,16,1.9
1889,8,18,17,2.2
1890,8,18,18,2.8
1891,8,18,19,2.4
1892,8,18,20,2.2
1893,8,18,21,1.5
1894,8,18,22,1.5
1895,8,18,23,3.0
1896,8,19,0,2.1
1897,8,19,1,2.0
1898,8,19,2,2.0
1899,8,19,3,1.9
1900,8,19,4,1.8
1901,8,19,5,1.5
1902,8,19,6,3.7
1903,8,19,7,0.3
1904,8,19,8,2.7
1905,8,19,9,3.3
1906,8,19,10,2.9
1907,8,19,11,2.4
1908,8,19,12,2.9
1909,8,19,13,3.9
1910,8,19,14,2.9
1911,8,19,15,2.3
1912,8,19,16,2.8
1913,8,19,17,2.3
1914,8,19,18,2.2
1915,8,19,19,2.2
1916,8,19,20,1.6
1917,8,19,21,2.6
1918,8,19,22,2.7
1919,8,19,23,2.0
1920,8,20,0,2.1
1921,8,20,1,1.5
1922,8,20,2,0.1
1923,8,20,3,0.7
1924,8,20,4,0.8
1925,8,20,5,0.3
1926,8,20,6,0.0
1927,8,20,7,0.2
1928,8,20,8,0.1
1929,8,20,9,1.4
1930,8,20,10,0.9
1931,8,20,11,3.2
1932,8,20,12,3.4
1933,8,20,13,3.7
1934,8,20,14,4.0
1935,8,20,15,2.7
1936,8,20,16,3.9
1937,8,20,17,1.4
1938,8,20,18,1.9
1939,8,20,19,2.5
1940,8,20,20,1.7
1941,8,20,21,2.9
1942,8,20,22,2.0
1943,8,20,23,1.8
1944,8,21,0,1.7
1945,8,21,1,2.6
1946,8,21,2,3.2
1947,8,21,3,3.7
1948,8,21,4,3.0
1949,8,21,5,2.6
1950,8,21,6,1.6
1951,8,21,7,2.1
1952,8,21,8,1.7
1953,8,21,9,2.2
1954,8,21,10,2.7
1955,8,21,11,2.5
1956,8,21,12,2.1
1957,8,21,13,1.8
1958,8,21,14,0.4
1959,8,21,15,3.0
1960,8,21,16,1.4
1961,8,21,17,1.9
1962,8,21,18,1.1
1963,8,21,19,1.9
1964,8,21,20,1.9
1965,8,21,21,1.7
1966,8,21,22,2.3
1967,8,21,23,1.2
