,month,day,hour,precp
1147,7,18,19,0.0
1148,7,18,20,0.0
1149,7,18,21,0.0
1150,7,18,22,0.0
1151,7,18,23,0.0
1152,7,19,0,0.0
1153,7,19,1,0.0
1154,7,19,2,0.0
1155,7,19,3,0.0
1156,7,19,4,0.0
1157,7,19,5,0.0
1158,7,19,6,0.0
1159,7,19,7,0.0
1160,7,19,8,0.0
1161,7,19,9,0.0
1162,7,19,10,0.0
1163,7,19,11,0.0
1164,7,19,12,0.0
1165,7,19,13,0.0
1166,7,19,14,0.0
1167,7,19,15,1.0
1168,7,19,16,51.0
1169,7,19,17,1.0
1170,7,19,18,3.5
1171,7,19,19,2.0
1172,7,19,20,0.5
1173,7,19,21,0.5
1174,7,19,22,0.5
1175,7,19,23,0.5
1176,7,20,0,0.5
1177,7,20,1,0.05
1178,7,20,2,2.0
1179,7,20,3,2.0
1180,7,20,4,0.5
1181,7,20,5,0.0
1182,7,20,6,0.0
1183,7,20,7,2.0
1184,7,20,8,3.5
1185,7,20,9,0.5
1186,7,20,10,2.5
1187,7,20,11,2.0
1188,7,20,12,4.0
1189,7,20,13,3.0
1190,7,20,14,1.0
1191,7,20,15,0.05
1192,7,20,16,0.5
1193,7,20,17,0.0
1194,7,20,18,0.0
1195,7,20,19,0.0
1196,7,20,20,0.0
1197,7,20,21,0.0
1198,7,20,22,0.0
1199,7,20,23,0.0
1200,7,21,0,0.05
1201,7,21,1,0.0
1202,7,21,2,0.0
1203,7,21,3,0.0
1204,7,21,4,0.0
1205,7,21,5,0.0
1206,7,21,6,0.0
1207,7,21,7,0.0
1208,7,21,8,7.5
1209,7,21,9,0.05
1210,7,21,10,0.05
1211,7,21,11,0.5
1212,7,21,12,0.0
1213,7,21,13,0.0
1214,7,21,14,0.0
1215,7,21,15,0.0
1216,7,21,16,0.0
1217,7,21,17,0.0
1218,7,21,18,0.0
1219,7,21,19,0.0
1220,7,21,20,0.0
1221,7,21,21,0.0
1222,7,21,22,0.0
1223,7,21,23,0.0
1224,7,22,0,0.0
1225,7,22,1,0.0
1226,7,22,2,0.0
1227,7,22,3,0.0
1228,7,22,4,0.0
1229,7,22,5,0.0
1230,7,22,6,0.0
1231,7,22,7,0.0
1232,7,22,8,0.0
1233,7,22,9,0.0
1234,7,22,10,0.0
1235,7,22,11,0.0
1236,7,22,12,0.0
1237,7,22,13,0.0
1238,7,22,14,0.0
1239,7,22,15,0.0
1240,7,22,16,0.0
1241,7,22,17,0.0
1242,7,22,18,0.0
1243,7,22,19,0.0
1244,7,22,20,0.0
1245,7,22,21,0.0
1246,7,22,22,0.0
1247,7,22,23,0.0
1248,7,23,0,0.0
1249,7,23,1,0.0
1250,7,23,2,0.0
1251,7,23,3,0.0
1252,7,23,4,0.0
1253,7,23,5,0.0
1254,7,23,6,0.0
1255,7,23,7,0.0
1256,7,23,8,0.0
1257,7,23,9,0.0
1258,7,23,10,0.0
1259,7,23,11,0.0
1260,7,23,12,0.0
1261,7,23,13,0.0
1262,7,23,14,0.0
1263,7,23,15,0.0
1264,7,23,16,0.0
1265,7,23,17,0.0
1266,7,23,18,0.0
1267,7,23,19,0.0
1268,7,23,20,0.0
1269,7,23,21,0.0
1270,7,23,22,0.0
1271,7,23,23,0.0
1272,7,24,0,0.0
1273,7,24,1,0.0
1274,7,24,2,0.0
1275,7,24,3,0.0
1276,7,24,4,0.0
1277,7,24,5,0.0
1278,7,24,6,0.0
1279,7,24,7,0.0
1280,7,24,8,0.0
1281,7,24,9,0.0
1282,7,24,10,0.0
1283,7,24,11,0.0
1284,7,24,12,0.0
1285,7,24,13,0.0
1286,7,24,14,0.0
1287,7,24,15,0.0
1288,7,24,16,0.0
1289,7,24,17,0.0
1290,7,24,18,0.0
1291,7,24,19,0.0
1292,7,24,20,0.0
1293,7,24,21,0.0
1294,7,24,22,0.0
1295,7,24,23,0.0
1296,7,25,0,0.0
1297,7,25,1,0.0
1298,7,25,2,0.0
1299,7,25,3,0.0
1300,7,25,4,0.0
1301,7,25,5,0.0
1302,7,25,6,0.0
1303,7,25,7,0.0
1304,7,25,8,0.0
1305,7,25,9,0.0
1306,7,25,10,0.0
1307,7,25,11,0.0
1308,7,25,12,0.0
1309,7,25,13,0.0
1310,7,25,14,0.0
1311,7,25,15,0.0
1312,7,25,16,0.0
1313,7,25,17,0.0
1314,7,25,18,0.0
1315,7,25,19,0.0
1316,7,25,20,0.0
1317,7,25,21,0.0
1318,7,25,22,0.0
1319,7,25,23,0.0
1320,7,26,0,0.0
1321,7,26,1,0.0
1322,7,26,2,0.0
1323,7,26,3,0.0
1324,7,26,4,0.5
1325,7,26,5,17.5
1326,7,26,6,0.0
1327,7,26,7,0.0
1328,7,26,8,0.0
1329,7,26,9,0.0
1330,7,26,10,0.0
1331,7,26,11,0.0
1332,7,26,12,0.0
1333,7,26,13,0.0
1334,7,26,14,0.0
1335,7,26,15,0.0
1336,7,26,16,0.0
1337,7,26,17,0.0
1338,7,26,18,0.0
1339,7,26,19,0.0
1340,7,26,20,0.0
1341,7,26,21,0.0
1342,7,26,22,0.0
1343,7,26,23,0.0
1344,7,27,0,0.0
1345,7,27,1,0.0
1346,7,27,2,0.0
1347,7,27,3,0.0
1348,7,27,4,0.0
1349,7,27,5,0.0
1350,7,27,6,0.0
1351,7,27,7,0.0
1352,7,27,8,1.5
1353,7,27,9,0.0
1354,7,27,10,0.0
1355,7,27,11,0.0
1356,7,27,12,0.0
1357,7,27,13,0.0
1358,7,27,14,0.0
1359,7,27,15,0.05
1360,7,27,16,0.05
1361,7,27,17,0.0
1362,7,27,18,0.0
1363,7,27,19,0.0
1364,7,27,20,0.0
1365,7,27,21,0.0
1366,7,27,22,0.0
1367,7,27,23,0.0
1368,7,28,0,0.0
1369,7,28,1,0.0
1370,7,28,2,0.0
1371,7,28,3,0.0
1372,7,28,4,0.0
1373,7,28,5,0.0
1374,7,28,6,0.0
1375,7,28,7,0.0
1376,7,28,8,0.0
1377,7,28,9,0.0
1378,7,28,10,0.0
1379,7,28,11,0.0
1380,7,28,12,0.0
1381,7,28,13,0.0
1382,7,28,14,0.05
1383,7,28,15,1.0
1384,7,28,16,0.05
1385,7,28,17,0.0
1386,7,28,18,0.0
1387,7,28,19,0.0
1388,7,28,20,0.0
1389,7,28,21,0.0
1390,7,28,22,0.0
1391,7,28,23,0.0
1392,7,29,0,0.0
1393,7,29,1,0.0
1394,7,29,2,0.0
1395,7,29,3,0.0
1396,7,29,4,0.0
1397,7,29,5,0.0
1398,7,29,6,0.0
1399,7,29,7,0.0
1400,7,29,8,0.0
1401,7,29,9,0.0
1402,7,29,10,0.0
1403,7,29,11,0.0
1404,7,29,12,0.0
1405,7,29,13,0.0
1406,7,29,14,0.0
1407,7,29,15,0.0
1408,7,29,16,0.0
1409,7,29,17,0.0
1410,7,29,18,0.0
1411,7,29,19,0.0
1412,7,29,20,0.0
1413,7,29,21,0.0
1414,7,29,22,0.0
1415,7,29,23,0.0
1416,7,30,0,0.0
1417,7,30,1,0.0
1418,7,30,2,0.0
1419,7,30,3,0.0
1420,7,30,4,0.0
1421,7,30,5,0.0
1422,7,30,6,0.0
1423,7,30,7,0.0
1424,7,30,8,0.0
1425,7,30,9,0.0
1426,7,30,10,0.0
1427,7,30,11,0.0
1428,7,30,12,0.0
1429,7,30,13,0.0
1430,7,30,14,0.0
1431,7,30,15,0.0
1432,7,30,16,0.0
1433,7,30,17,0.05
1434,7,30,18,0.0
1435,7,30,19,0.0
1436,7,30,20,0.0
1437,7,30,21,0.0
1438,7,30,22,0.0
1439,7,30,23,0.0
1440,7,31,0,0.0
1441,7,31,1,0.0
1442,7,31,2,0.0
1443,7,31,3,0.0
1444,7,31,4,0.0
1445,7,31,5,0.0
1446,7,31,6,0.0
1447,7,31,7,0.0
1448,7,31,8,0.0
1449,7,31,9,0.0
1450,7,31,10,0.0
1451,7,31,11,0.0
1452,7,31,12,0.0
1453,7,31,13,0.0
1454,7,31,14,0.0
1455,7,31,15,0.0
1456,7,31,16,0.0
1457,7,31,17,0.0
1458,7,31,18,0.0
1459,7,31,19,0.0
1460,7,31,20,0.0
1461,7,31,21,0.0
1462,7,31,22,0.0
1463,7,31,23,0.0
1464,8,1,0,0.0
1465,8,1,1,0.0
1466,8,1,2,0.0
1467,8,1,3,0.0
1468,8,1,4,0.0
1469,8,1,5,0.0
1470,8,1,6,0.0
1471,8,1,7,0.0
1472,8,1,8,0.0
1473,8,1,9,0.0
1474,8,1,10,0.0
1475,8,1,11,0.0
1476,8,1,12,0.0
1477,8,1,13,0.0
1478,8,1,14,0.0
1479,8,1,15,0.05
1480,8,1,16,36.5
1481,8,1,17,3.5
1482,8,1,18,3.0
1483,8,1,19,1.5
1484,8,1,20,2.5
1485,8,1,21,0.0
1486,8,1,22,0.0
1487,8,1,23,0.0
1488,8,2,0,0.0
1489,8,2,1,0.0
1490,8,2,2,0.0
1491,8,2,3,0.0
1492,8,2,4,0.0
1493,8,2,5,0.0
1494,8,2,6,0.0
1495,8,2,7,0.0
1496,8,2,8,0.0
1497,8,2,9,0.0
1498,8,2,10,0.0
1499,8,2,11,0.0
1500,8,2,12,0.0
1501,8,2,13,0.0
1502,8,2,14,42.0
1503,8,2,15,10.0
1504,8,2,16,2.0
1505,8,2,17,1.0
1506,8,2,18,1.5
1507,8,2,19,0.0
1508,8,2,20,0.0
1509,8,2,21,0.0
1510,8,2,22,0.0
1511,8,2,23,0.0
1512,8,3,0,0.0
1513,8,3,1,0.0
1514,8,3,2,0.0
1515,8,3,3,0.0
1516,8,3,4,0.0
1517,8,3,5,0.0
1518,8,3,6,0.0
1519,8,3,7,0.0
1520,8,3,8,0.0
1521,8,3,9,0.0
1522,8,3,10,0.0
1523,8,3,11,0.0
1524,8,3,12,0.0
1525,8,3,13,0.0
1526,8,3,14,0.0
1527,8,3,15,0.0
1528,8,3,16,0.0
1529,8,3,17,0.0
1530,8,3,18,0.0
1531,8,3,19,0.0
1532,8,3,20,0.0
1533,8,3,21,0.0
1534,8,3,22,0.0
1535,8,3,23,0.0
1536,8,4,0,0.0
1537,8,4,1,0.0
1538,8,4,2,0.0
1539,8,4,3,0.0
1540,8,4,4,0.0
1541,8,4,5,0.0
1542,8,4,6,0.0
1543,8,4,7,0.0
1544,8,4,8,0.0
1545,8,4,9,0.0
1546,8,4,10,0.0
1547,8,4,11,0.0
1548,8,4,12,0.0
1549,8,4,13,0.0
1550,8,4,14,0.0
1551,8,4,15,0.0
1552,8,4,16,0.0
1553,8,4,17,0.0
1554,8,4,18,0.0
1555,8,4,19,0.0
1556,8,4,20,0.0
1557,8,4,21,0.0
1558,8,4,22,0.0
1559,8,4,23,0.0
1560,8,5,0,0.0
1561,8,5,1,0.0
1562,8,5,2,0.0
1563,8,5,3,0.0
1564,8,5,4,0.0
1565,8,5,5,0.0
1566,8,5,6,0.0
1567,8,5,7,0.0
1568,8,5,8,0.0
1569,8,5,9,0.0
1570,8,5,10,0.0
1571,8,5,11,0.0
1572,8,5,12,0.0
1573,8,5,13,0.0
1574,8,5,14,0.0
1575,8,5,15,0.0
1576,8,5,16,0.0
1577,8,5,17,0.05
1578,8,5,18,1.0
1579,8,5,19,0.5
1580,8,5,20,0.05
1581,8,5,21,0.0
1582,8,5,22,0.0
1583,8,5,23,0.0
1584,8,6,0,0.0
1585,8,6,1,0.0
1586,8,6,2,0.0
1587,8,6,3,0.0
1588,8,6,4,0.0
1589,8,6,5,0.0
1590,8,6,6,0.0
1591,8,6,7,0.0
1592,8,6,8,0.0
1593,8,6,9,0.0
1594,8,6,10,0.0
1595,8,6,11,0.0
1596,8,6,12,0.0
1597,8,6,13,0.0
1598,8,6,14,0.0
1599,8,6,15,0.0
1600,8,6,16,0.0
1601,8,6,17,6.0
1602,8,6,18,7.5
1603,8,6,19,0.0
1604,8,6,20,0.0
1605,8,6,21,0.0
1606,8,6,22,0.0
1607,8,6,23,0.0
1608,8,7,0,0.0
1609,8,7,1,0.0
1610,8,7,2,0.0
1611,8,7,3,0.0
1612,8,7,4,0.0
1613,8,7,5,0.0
1614,8,7,6,0.0
1615,8,7,7,0.0
1616,8,7,8,0.0
1617,8,7,9,0.0
1618,8,7,10,0.0
1619,8,7,11,0.0
1620,8,7,12,0.0
1621,8,7,13,0.0
1622,8,7,14,0.0
1623,8,7,15,0.0
1624,8,7,16,0.0
1625,8,7,17,0.0
1626,8,7,18,0.0
1627,8,7,19,0.0
1628,8,7,20,0.0
1629,8,7,21,0.0
1630,8,7,22,0.0
1631,8,7,23,0.0
1632,8,8,0,0.0
1633,8,8,1,0.0
1634,8,8,2,0.0
1635,8,8,3,0.0
1636,8,8,4,0.0
1637,8,8,5,0.0
1638,8,8,6,0.0
1639,8,8,7,0.0
1640,8,8,8,0.0
1641,8,8,9,0.0
1642,8,8,10,0.0
1643,8,8,11,0.0
1644,8,8,12,0.0
1645,8,8,13,0.0
1646,8,8,14,0.0
1647,8,8,15,0.0
1648,8,8,16,1.0
1649,8,8,17,0.0
1650,8,8,18,0.0
1651,8,8,19,0.0
1652,8,8,20,0.0
1653,8,8,21,0.0
1654,8,8,22,0.0
1655,8,8,23,0.0
1656,8,9,0,0.0
1657,8,9,1,0.0
1658,8,9,2,0.0
1659,8,9,3,0.0
1660,8,9,4,0.0
1661,8,9,5,0.0
1662,8,9,6,0.0
1663,8,9,7,0.0
1664,8,9,8,0.0
1665,8,9,9,0.0
1666,8,9,10,0.0
1667,8,9,11,0.0
1668,8,9,12,0.0
1669,8,9,13,0.0
1670,8,9,14,0.0
1671,8,9,15,0.0
1672,8,9,16,0.0
1673,8,9,17,0.0
1674,8,9,18,0.05
1675,8,9,19,0.5
1676,8,9,20,0.0
1677,8,9,21,0.0
1678,8,9,22,0.0
1679,8,9,23,0.0
1680,8,10,0,0.0
1681,8,10,1,0.0
1682,8,10,2,0.0
1683,8,10,3,0.0
1684,8,10,4,0.0
1685,8,10,5,0.0
1686,8,10,6,0.0
1687,8,10,7,0.0
1688,8,10,8,0.0
1689,8,10,9,0.0
1690,8,10,10,0.0
1691,8,10,11,0.0
1692,8,10,12,0.0
1693,8,10,13,0.0
1694,8,10,14,0.0
1695,8,10,15,0.0
1696,8,10,16,0.0
1697,8,10,17,0.0
1698,8,10,18,0.0
1699,8,10,19,0.0
1700,8,10,20,0.0
1701,8,10,21,0.0
1702,8,10,22,0.0
1703,8,10,23,0.0
1704,8,11,0,0.0
1705,8,11,1,0.0
1706,8,11,2,0.0
1707,8,11,3,1.0
1708,8,11,4,0.0
1709,8,11,5,0.5
1710,8,11,6,0.05
1711,8,11,7,0.0
1712,8,11,8,0.0
1713,8,11,9,0.0
1714,8,11,10,0.0
1715,8,11,11,0.0
1716,8,11,12,0.0
1717,8,11,13,0.0
1718,8,11,14,0.0
1719,8,11,15,0.0
1720,8,11,16,0.0
1721,8,11,17,0.0
1722,8,11,18,0.0
1723,8,11,19,0.0
1724,8,11,20,0.0
1725,8,11,21,0.0
1726,8,11,22,0.0
1727,8,11,23,0.0
1728,8,12,0,0.0
1729,8,12,1,0.0
1730,8,12,2,0.0
1731,8,12,3,0.0
1732,8,12,4,0.0
1733,8,12,5,0.0
1734,8,12,6,0.0
1735,8,12,7,0.0
1736,8,12,8,0.0
1737,8,12,9,0.0
1738,8,12,10,0.0
1739,8,12,11,0.0
1740,8,12,12,0.0
1741,8,12,13,0.0
1742,8,12,14,0.0
1743,8,12,15,0.0
1744,8,12,16,0.0
1745,8,12,17,0.0
1746,8,12,18,0.0
1747,8,12,19,16.5
1748,8,12,20,1.0
1749,8,12,21,0.5
1750,8,12,22,0.0
1751,8,12,23,13.0
1752,8,13,0,7.5
1753,8,13,1,3.5
1754,8,13,2,23.5
1755,8,13,3,52.0
1756,8,13,4,57.0
1757,8,13,5,28.5
1758,8,13,6,6.0
1759,8,13,7,4.5
1760,8,13,8,6.0
1761,8,13,9,3.0
1762,8,13,10,15.5
1763,8,13,11,10.5
1764,8,13,12,1.5
1765,8,13,13,2.5
1766,8,13,14,0.0
1767,8,13,15,0.0
1768,8,13,16,0.0
1769,8,13,17,0.0
1770,8,13,18,0.0
1771,8,13,19,0.0
1772,8,13,20,0.0
1773,8,13,21,0.0
1774,8,13,22,0.0
1775,8,13,23,0.0
1776,8,14,0,0.0
1777,8,14,1,0.0
1778,8,14,2,0.5
1779,8,14,3,3.0
1780,8,14,4,0.5
1781,8,14,5,0.0
1782,8,14,6,0.5
1783,8,14,7,0.0
1784,8,14,8,0.0
1785,8,14,9,0.0
1786,8,14,10,0.0
1787,8,14,11,0.5
1788,8,14,12,0.0
1789,8,14,13,0.5
1790,8,14,14,4.5
1791,8,14,15,0.0
1792,8,14,16,0.0
1793,8,14,17,0.0
1794,8,14,18,0.0
1795,8,14,19,0.0
1796,8,14,20,0.0
1797,8,14,21,0.05
1798,8,14,22,7.5
1799,8,14,23,1.5
1800,8,15,0,0.0
1801,8,15,1,0.05
1802,8,15,2,0.05
1803,8,15,3,0.0
1804,8,15,4,1.0
1805,8,15,5,0.0
1806,8,15,6,0.0
1807,8,15,7,0.0
1808,8,15,8,0.0
1809,8,15,9,0.0
1810,8,15,10,0.0
1811,8,15,11,0.0
1812,8,15,12,0.0
1813,8,15,13,0.0
1814,8,15,14,0.0
1815,8,15,15,0.0
1816,8,15,16,0.0
1817,8,15,17,0.0
1818,8,15,18,0.0
1819,8,15,19,0.0
1820,8,15,20,0.0
1821,8,15,21,0.0
1822,8,15,22,0.0
1823,8,15,23,2.5
1824,8,16,0,0.0
1825,8,16,1,0.0
1826,8,16,2,1.5
1827,8,16,3,0.0
1828,8,16,4,0.0
1829,8,16,5,0.05
1830,8,16,6,1.0
1831,8,16,7,0.0
1832,8,16,8,11.5
1833,8,16,9,1.5
1834,8,16,10,0.0
1835,8,16,11,0.0
1836,8,16,12,3.0
1837,8,16,13,0.5
1838,8,16,14,0.0
1839,8,16,15,2.5
1840,8,16,16,0.0
1841,8,16,17,0.0
1842,8,16,18,6.5
1843,8,16,19,0.0
1844,8,16,20,0.0
1845,8,16,21,0.0
1846,8,16,22,0.0
1847,8,16,23,0.0
1848,8,17,0,0.0
1849,8,17,1,0.0
1850,8,17,2,0.0
1851,8,17,3,0.0
1852,8,17,4,4.0
1853,8,17,5,0.05
1854,8,17,6,1.0
1855,8,17,7,0.0
1856,8,17,8,1.5
1857,8,17,9,15.0
1858,8,17,10,0.5
1859,8,17,11,0.0
1860,8,17,12,0.0
1861,8,17,13,0.05
1862,8,17,14,0.5
1863,8,17,15,0.0
1864,8,17,16,0.0
1865,8,17,17,4.0
1866,8,17,18,9.0
1867,8,17,19,3.5
1868,8,17,20,3.0
1869,8,17,21,1.0
1870,8,17,22,0.5
1871,8,17,23,6.5
1872,8,18,0,10.5
1873,8,18,1,0.05
1874,8,18,2,4.5
1875,8,18,3,21.0
1876,8,18,4,6.5
1877,8,18,5,0.05
1878,8,18,6,3.0
1879,8,18,7,5.0
1880,8,18,8,5.5
1881,8,18,9,6.5
1882,8,18,10,0.5
1883,8,18,11,3.0
1884,8,18,12,13.5
1885,8,18,13,0.5
1886,8,18,14,0.0
1887,8,18,15,5.0
1888,8,18,16,7.5
1889,8,18,17,4.5
1890,8,18,18,1.0
1891,8,18,19,0.05
1892,8,18,20,0.0
1893,8,18,21,5.0
1894,8,18,22,0.05
1895,8,18,23,0.0
1896,8,19,0,0.0
1897,8,19,1,0.0
1898,8,19,2,0.0
1899,8,19,3,0.0
1900,8,19,4,0.05
1901,8,19,5,0.0
1902,8,19,6,0.5
1903,8,19,7,14.5
1904,8,19,8,6.5
1905,8,19,9,0.05
1906,8,19,10,1.0
1907,8,19,11,0.0
1908,8,19,12,0.0
1909,8,19,13,0.0
1910,8,19,14,0.0
1911,8,19,15,0.0
1912,8,19,16,0.0
1913,8,19,17,0.0
1914,8,19,18,0.0
1915,8,19,19,0.0
1916,8,19,20,0.0
1917,8,19,21,0.0
1918,8,19,22,0.0
1919,8,19,23,0.0
1920,8,20,0,0.0
1921,8,20,1,0.0
1922,8,20,2,0.5
1923,8,20,3,0.5
1924,8,20,4,0.0
1925,8,20,5,0.0
1926,8,20,6,0.05
1927,8,20,7,0.0
1928,8,20,8,0.0
1929,8,20,9,0.0
1930,8,20,10,0.0
1931,8,20,11,0.0
1932,8,20,12,0.0
1933,8,20,13,0.0
1934,8,20,14,0.0
1935,8,20,15,0.0
1936,8,20,16,0.0
1937,8,20,17,0.0
1938,8,20,18,0.0
1939,8,20,19,0.0
1940,8,20,20,0.0
1941,8,20,21,0.0
1942,8,20,22,0.0
1943,8,20,23,0.0
1944,8,21,0,0.0
1945,8,21,1,0.0
1946,8,21,2,0.0
1947,8,21,3,0.0
1948,8,21,4,0.05
1949,8,21,5,1.0
1950,8,21,6,0.05
1951,8,21,7,0.0
1952,8,21,8,0.0
1953,8,21,9,0.0
1954,8,21,10,0.0
1955,8,21,11,0.0
1956,8,21,12,0.0
1957,8,21,13,0.0
1958,8,21,14,0.0
1959,8,21,15,0.5
1960,8,21,16,0.05
1961,8,21,17,0.0
1962,8,21,18,0.0
1963,8,21,19,0.0
1964,8,21,20,0.0
1965,8,21,21,0.05
1966,8,21,22,0.0
1967,8,21,23,0.0
