,month,day,hour,speed
1151,7,22,1,1.4
1152,7,22,2,1.3
1153,7,22,3,1.6
1154,7,22,4,3.1
1155,7,22,5,2.7
1156,7,22,6,2.8
1157,7,22,7,3.4
1158,7,22,8,4.8
1159,7,22,9,4.8
1160,7,22,10,4.6
1161,7,22,11,4.7
1162,7,22,12,3.8
1163,7,22,13,4.2
1164,7,22,14,5.4
1165,7,22,15,4.5
1166,7,22,16,5.1
1167,7,22,17,3.7
1168,7,22,18,3.4
1169,7,22,19,1.9
1170,7,22,20,2.7
1171,7,22,21,2.4
1172,7,22,22,2.8
1173,7,22,23,2.3
1174,7,23,0,2.7
1175,7,23,1,0.6
1176,7,23,2,0.9
1177,7,23,3,1.7
1178,7,23,4,1.6
1179,7,23,5,2.0
1180,7,23,6,1.9
1181,7,23,7,2.0
1182,7,23,8,3.6
1183,7,23,9,4.1
1184,7,23,10,5.1
1185,7,23,11,5.3
1186,7,23,12,4.9
1187,7,23,13,5.5
1188,7,23,14,5.7
1189,7,23,15,4.1
1190,7,23,16,2.8
1191,7,23,17,1.4
1192,7,23,18,1.9
1193,7,23,19,1.3
1194,7,23,20,1.5
1195,7,23,21,1.6
1196,7,23,22,2.4
1197,7,23,23,1.5
1198,7,24,0,2.5
1199,7,24,1,1.4
1200,7,24,2,2.2
1201,7,24,3,2.3
1202,7,24,4,2.4
1203,7,24,5,2.9
1204,7,24,6,2.7
1205,7,24,7,2.7
1206,7,24,8,2.6
1207,7,24,9,2.9
1208,7,24,10,3.5
1209,7,24,11,4.1
1210,7,24,12,3.4
1211,7,24,13,4.0
1212,7,24,14,3.5
1213,7,24,15,3.0
1214,7,24,16,3.2
1215,7,24,17,1.3
1216,7,24,18,1.6
1217,7,24,19,2.1
1218,7,24,20,1.0
1219,7,24,21,1.6
1220,7,24,22,1.8
1221,7,24,23,0.4
1222,7,25,0,0.8
1223,7,25,1,1.1
1224,7,25,2,1.1
1225,7,25,3,0.3
1226,7,25,4,0.8
1227,7,25,5,1.8
1228,7,25,6,1.4
1229,7,25,7,1.4
1230,7,25,8,1.8
1231,7,25,9,2.4
1232,7,25,10,2.8
1233,7,25,11,3.1
1234,7,25,12,3.2
1235,7,25,13,4.2
1236,7,25,14,3.7
1237,7,25,15,3.9
1238,7,25,16,2.8
1239,7,25,17,3.1
1240,7,25,18,2.4
1241,7,25,19,1.4
1242,7,25,20,2.0
1243,7,25,21,1.7
1244,7,25,22,1.5
1245,7,25,23,1.2
1246,7,26,0,1.4
1247,7,26,1,0.9
1248,7,26,2,1.5
1249,7,26,3,1.8
1250,7,26,4,1.6
1251,7,26,5,2.5
1252,7,26,6,1.0
1253,7,26,7,1.6
1254,7,26,8,2.2
1255,7,26,9,1.6
1256,7,26,10,2.6
1257,7,26,11,3.2
1258,7,26,12,3.9
1259,7,26,13,4.3
1260,7,26,14,4.2
1261,7,26,15,2.6
1262,7,26,16,1.6
1263,7,26,17,2.0
1264,7,26,18,0.6
1265,7,26,19,1.2
1266,7,26,20,1.6
1267,7,26,21,2.7
1268,7,26,22,2.3
1269,7,26,23,2.3
1270,7,27,0,1.9
1271,7,27,1,2.0
1272,7,27,2,1.1
1273,7,27,3,1.3
1274,7,27,4,1.4
1275,7,27,5,1.2
1276,7,27,6,1.4
1277,7,27,7,2.4
1278,7,27,8,2.5
1279,7,27,9,2.3
1280,7,27,10,3.1
1281,7,27,11,2.8
1282,7,27,12,4.5
1283,7,27,13,3.1
1284,7,27,14,2.5
1285,7,27,15,2.7
1286,7,27,16,2.9
1287,7,27,17,0.7
1288,7,27,18,1.9
1289,7,27,19,2.4
1290,7,27,20,1.6
1291,7,27,21,1.1
1292,7,27,22,0.6
1293,7,27,23,1.3
1294,7,28,0,2.3
1295,7,28,1,2.0
1296,7,28,2,1.7
1297,7,28,3,1.9
1298,7,28,4,0.8
1299,7,28,5,1.9
1300,7,28,6,0.2
1301,7,28,7,0.2
1302,7,28,8,2.7
1303,7,28,9,2.7
1304,7,28,10,3.3
1305,7,28,11,2.9
1306,7,28,12,3.0
1307,7,28,13,4.3
1308,7,28,14,3.3
1309,7,28,15,2.1
1310,7,28,16,1.1
1311,7,28,17,1.1
1312,7,28,18,0.9
1313,7,28,19,1.3
1314,7,28,20,2.0
1315,7,28,21,1.6
1316,7,28,22,1.1
1317,7,28,23,1.5
1318,7,29,0,0.8
1319,7,29,1,1.4
1320,7,29,2,1.0
1321,7,29,3,0.9
1322,7,29,4,0.2
1323,7,29,5,1.5
1324,7,29,6,0.9
1325,7,29,7,3.2
1326,7,29,8,2.6
1327,7,29,9,3.2
1328,7,29,10,3.5
1329,7,29,11,2.8
1330,7,29,12,3.5
1331,7,29,13,4.0
1332,7,29,14,4.5
1333,7,29,15,2.7
1334,7,29,16,3.0
1335,7,29,17,3.3
1336,7,29,18,2.3
1337,7,29,19,2.8
1338,7,29,20,2.3
1339,7,29,21,0.9
1340,7,29,22,2.0
1341,7,29,23,0.9
1342,7,30,0,1.0
1343,7,30,1,1.7
1344,7,30,2,0.8
1345,7,30,3,0.1
1346,7,30,4,0.7
1347,7,30,5,1.5
1348,7,30,6,2.1
1349,7,30,7,2.6
1350,7,30,8,2.0
1351,7,30,9,1.3
1352,7,30,10,2.2
1353,7,30,11,4.1
1354,7,30,12,2.5
1355,7,30,13,4.4
1356,7,30,14,4.6
1357,7,30,15,4.2
1358,7,30,16,3.1
1359,7,30,17,2.0
1360,7,30,18,2.3
1361,7,30,19,1.9
1362,7,30,20,1.4
1363,7,30,21,0.8
1364,7,30,22,1.3
1365,7,30,23,1.1
1366,7,31,0,1.1
1367,7,31,1,2.4
1368,7,31,2,1.6
1369,7,31,3,1.4
1370,7,31,4,0.6
1371,7,31,5,1.1
1372,7,31,6,1.4
1373,7,31,7,3.5
1374,7,31,8,3.1
1375,7,31,9,1.5
1376,7,31,10,2.3
1377,7,31,11,3.7
1378,7,31,12,3.9
1379,7,31,13,4.0
1380,7,31,14,4.5
1381,7,31,15,2.7
1382,7,31,16,3.9
1383,7,31,17,4.2
1384,7,31,18,2.0
1385,7,31,19,2.3
1386,7,31,20,2.6
1387,7,31,21,0.3
1388,7,31,22,1.9
1389,7,31,23,1.7
1390,8,1,0,1.9
1391,8,1,1,1.0
1392,8,1,2,1.5
1393,8,1,3,1.4
1394,8,1,4,1.6
1395,8,1,5,1.4
1396,8,1,6,0.4
1397,8,1,7,0.8
1398,8,1,8,2.5
1399,8,1,9,2.2
1400,8,1,10,1.7
1401,8,1,11,2.6
1402,8,1,12,1.9
1403,8,1,13,2.4
1404,8,1,14,2.8
1405,8,1,15,2.5
1406,8,1,16,4.2
1407,8,1,17,2.0
1408,8,1,18,0.0
1409,8,1,19,2.3
1410,8,1,20,1.1
1411,8,1,21,1.5
1412,8,1,22,1.1
1413,8,1,23,1.9
1414,8,2,0,0.4
1415,8,2,1,0.2
1416,8,2,2,0.3
1417,8,2,3,0.2
1418,8,2,4,0.3
1419,8,2,5,1.0
1420,8,2,6,1.5
1421,8,2,7,1.4
1422,8,2,8,1.2
1423,8,2,9,3.6
1424,8,2,10,2.0
1425,8,2,11,2.6
1426,8,2,12,2.8
1427,8,2,13,4.3
1428,8,2,14,7.3
1429,8,2,15,1.4
1430,8,2,16,3.2
1431,8,2,17,3.0
1432,8,2,18,2.4
1433,8,2,19,1.4
1434,8,2,20,2.0
1435,8,2,21,0.8
1436,8,2,22,0.3
1437,8,2,23,1.5
1438,8,3,0,1.3
1439,8,3,1,1.1
1440,8,3,2,1.2
1441,8,3,3,1.9
1442,8,3,4,1.0
1443,8,3,5,1.8
1444,8,3,6,1.4
1445,8,3,7,0.2
1446,8,3,8,1.3
1447,8,3,9,2.2
1448,8,3,10,3.3
1449,8,3,11,3.8
1450,8,3,12,3.8
1451,8,3,13,5.2
1452,8,3,14,4.9
1453,8,3,15,5.5
1454,8,3,16,3.0
1455,8,3,17,2.3
1456,8,3,18,3.3
1457,8,3,19,1.4
1458,8,3,20,2.9
1459,8,3,21,1.1
1460,8,3,22,1.2
1461,8,3,23,2.4
1462,8,4,0,2.0
1463,8,4,1,0.7
1464,8,4,2,2.1
1465,8,4,3,1.6
1466,8,4,4,1.4
1467,8,4,5,0.9
1468,8,4,6,1.8
1469,8,4,7,1.1
1470,8,4,8,1.3
1471,8,4,9,2.0
1472,8,4,10,3.5
1473,8,4,11,3.9
1474,8,4,12,2.5
1475,8,4,13,3.0
1476,8,4,14,3.1
1477,8,4,15,3.9
1478,8,4,16,4.2
1479,8,4,17,3.7
1480,8,4,18,2.8
1481,8,4,19,2.1
1482,8,4,20,0.6
1483,8,4,21,1.1
1484,8,4,22,1.9
1485,8,4,23,0.8
1486,8,5,0,1.3
1487,8,5,1,1.6
1488,8,5,2,0.9
1489,8,5,3,1.3
1490,8,5,4,0.7
1491,8,5,5,1.7
1492,8,5,6,0.0
1493,8,5,7,1.3
1494,8,5,8,2.4
1495,8,5,9,1.0
1496,8,5,10,2.0
1497,8,5,11,2.2
1498,8,5,12,3.2
1499,8,5,13,3.3
1500,8,5,14,3.0
1501,8,5,15,3.3
1502,8,5,16,2.5
1503,8,5,17,4.1
1504,8,5,18,2.1
1505,8,5,19,1.8
1506,8,5,20,0.7
1507,8,5,21,1.3
1508,8,5,22,1.3
1509,8,5,23,1.7
1510,8,6,0,1.5
1511,8,6,1,1.3
1512,8,6,2,0.9
1513,8,6,3,0.7
1514,8,6,4,1.2
1515,8,6,5,0.3
1516,8,6,6,0.0
1517,8,6,7,0.7
1518,8,6,8,0.9
1519,8,6,9,1.7
1520,8,6,10,2.3
1521,8,6,11,3.3
1522,8,6,12,4.3
1523,8,6,13,4.3
1524,8,6,14,4.0
1525,8,6,15,3.0
1526,8,6,16,2.8
1527,8,6,17,1.1
1528,8,6,18,2.2
1529,8,6,19,2.5
1530,8,6,20,2.0
1531,8,6,21,2.7
1532,8,6,22,3.3
1533,8,6,23,2.7
1534,8,7,0,3.0
1535,8,7,1,3.1
1536,8,7,2,3.0
1537,8,7,3,2.7
1538,8,7,4,3.3
1539,8,7,5,3.5
1540,8,7,6,1.4
1541,8,7,7,1.3
1542,8,7,8,1.6
1543,8,7,9,0.6
1544,8,7,10,2.5
1545,8,7,11,2.0
1546,8,7,12,3.7
1547,8,7,13,3.4
1548,8,7,14,5.5
1549,8,7,15,4.4
1550,8,7,16,2.3
1551,8,7,17,2.9
1552,8,7,18,1.1
1553,8,7,19,2.1
1554,8,7,20,2.5
1555,8,7,21,2.4
1556,8,7,22,2.1
1557,8,7,23,2.4
