,month,day,hour,speed
1149,7,20,21,1.9
1150,7,20,22,3.0
1151,7,20,23,2.2
1152,7,21,0,3.3
1153,7,21,1,2.9
1154,7,21,2,2.6
1155,7,21,3,3.0
1156,7,21,4,2.8
1157,7,21,5,2.2
1158,7,21,6,1.9
1159,7,21,7,1.7
1160,7,21,8,3.0
1161,7,21,9,2.8
1162,7,21,10,3.1
1163,7,21,11,4.1
1164,7,21,12,3.0
1165,7,21,13,2.5
1166,7,21,14,3.2
1167,7,21,15,2.8
1168,7,21,16,1.8
1169,7,21,17,1.3
1170,7,21,18,2.8
1171,7,21,19,1.6
1172,7,21,20,1.4
1173,7,21,21,2.2
1174,7,21,22,1.8
1175,7,21,23,1.1
1176,7,22,0,2.0
1177,7,22,1,1.4
1178,7,22,2,1.3
1179,7,22,3,1.6
1180,7,22,4,3.1
1181,7,22,5,2.7
1182,7,22,6,2.8
1183,7,22,7,3.4
1184,7,22,8,4.8
1185,7,22,9,4.8
1186,7,22,10,4.6
1187,7,22,11,4.7
1188,7,22,12,3.8
1189,7,22,13,4.2
1190,7,22,14,5.4
1191,7,22,15,4.5
1192,7,22,16,5.1
1193,7,22,17,3.7
1194,7,22,18,3.4
1195,7,22,19,1.9
1196,7,22,20,2.7
1197,7,22,21,2.4
1198,7,22,22,2.8
1199,7,22,23,2.3
1200,7,23,0,2.7
1201,7,23,1,0.6
1202,7,23,2,0.9
1203,7,23,3,1.7
1204,7,23,4,1.6
1205,7,23,5,2.0
1206,7,23,6,1.9
1207,7,23,7,2.0
1208,7,23,8,3.6
1209,7,23,9,4.1
1210,7,23,10,5.1
1211,7,23,11,5.3
1212,7,23,12,4.9
1213,7,23,13,5.5
1214,7,23,14,5.7
1215,7,23,15,4.1
1216,7,23,16,2.8
1217,7,23,17,1.4
1218,7,23,18,1.9
1219,7,23,19,1.3
1220,7,23,20,1.5
1221,7,23,21,1.6
1222,7,23,22,2.4
1223,7,23,23,1.5
1224,7,24,0,2.5
1225,7,24,1,1.4
1226,7,24,2,2.2
1227,7,24,3,2.3
1228,7,24,4,2.4
1229,7,24,5,2.9
1230,7,24,6,2.7
1231,7,24,7,2.7
1232,7,24,8,2.6
1233,7,24,9,2.9
1234,7,24,10,3.5
1235,7,24,11,4.1
1236,7,24,12,3.4
1237,7,24,13,4.0
1238,7,24,14,3.5
1239,7,24,15,3.0
1240,7,24,16,3.2
1241,7,24,17,1.3
1242,7,24,18,1.6
1243,7,24,19,2.1
1244,7,24,20,1.0
1245,7,24,21,1.6
1246,7,24,22,1.8
1247,7,24,23,0.4
1248,7,25,0,0.8
1249,7,25,1,1.1
1250,7,25,2,1.1
1251,7,25,3,0.3
1252,7,25,4,0.8
1253,7,25,5,1.8
1254,7,25,6,1.4
1255,7,25,7,1.4
1256,7,25,8,1.8
1257,7,25,9,2.4
1258,7,25,10,2.8
1259,7,25,11,3.1
1260,7,25,12,3.2
1261,7,25,13,4.2
1262,7,25,14,3.7
1263,7,25,15,3.9
1264,7,25,16,2.8
1265,7,25,17,3.1
1266,7,25,18,2.4
1267,7,25,19,1.4
1268,7,25,20,2.0
1269,7,25,21,1.7
1270,7,25,22,1.5
1271,7,25,23,1.2
1272,7,26,0,1.4
1273,7,26,1,0.9
1274,7,26,2,1.5
1275,7,26,3,1.8
1276,7,26,4,1.6
1277,7,26,5,2.5
1278,7,26,6,1.0
1279,7,26,7,1.6
1280,7,26,8,2.2
1281,7,26,9,1.6
1282,7,26,10,2.6
1283,7,26,11,3.2
1284,7,26,12,3.9
1285,7,26,13,4.3
1286,7,26,14,4.2
1287,7,26,15,2.6
1288,7,26,16,1.6
1289,7,26,17,2.0
1290,7,26,18,0.6
1291,7,26,19,1.2
1292,7,26,20,1.6
1293,7,26,21,2.7
1294,7,26,22,2.3
1295,7,26,23,2.3
1296,7,27,0,1.9
1297,7,27,1,2.0
1298,7,27,2,1.1
1299,7,27,3,1.3
1300,7,27,4,1.4
1301,7,27,5,1.2
1302,7,27,6,1.4
1303,7,27,7,2.4
1304,7,27,8,2.5
1305,7,27,9,2.3
1306,7,27,10,3.1
1307,7,27,11,2.8
1308,7,27,12,4.5
1309,7,27,13,3.1
1310,7,27,14,2.5
1311,7,27,15,2.7
1312,7,27,16,2.9
1313,7,27,17,0.7
1314,7,27,18,1.9
1315,7,27,19,2.4
1316,7,27,20,1.6
1317,7,27,21,1.1
1318,7,27,22,0.6
1319,7,27,23,1.3
1320,7,28,0,2.3
1321,7,28,1,2.0
1322,7,28,2,1.7
1323,7,28,3,1.9
1324,7,28,4,0.8
1325,7,28,5,1.9
1326,7,28,6,0.2
1327,7,28,7,0.2
1328,7,28,8,2.7
1329,7,28,9,2.7
1330,7,28,10,3.3
1331,7,28,11,2.9
1332,7,28,12,3.0
1333,7,28,13,4.3
1334,7,28,14,3.3
1335,7,28,15,2.1
1336,7,28,16,1.1
1337,7,28,17,1.1
1338,7,28,18,0.9
1339,7,28,19,1.3
1340,7,28,20,2.0
1341,7,28,21,1.6
1342,7,28,22,1.1
1343,7,28,23,1.5
1344,7,29,0,0.8
1345,7,29,1,1.4
1346,7,29,2,1.0
1347,7,29,3,0.9
1348,7,29,4,0.2
1349,7,29,5,1.5
1350,7,29,6,0.9
1351,7,29,7,3.2
1352,7,29,8,2.6
1353,7,29,9,3.2
1354,7,29,10,3.5
1355,7,29,11,2.8
1356,7,29,12,3.5
1357,7,29,13,4.0
1358,7,29,14,4.5
1359,7,29,15,2.7
1360,7,29,16,3.0
1361,7,29,17,3.3
1362,7,29,18,2.3
1363,7,29,19,2.8
1364,7,29,20,2.3
1365,7,29,21,0.9
1366,7,29,22,2.0
1367,7,29,23,0.9
1368,7,30,0,1.0
1369,7,30,1,1.7
1370,7,30,2,0.8
1371,7,30,3,0.1
1372,7,30,4,0.7
1373,7,30,5,1.5
1374,7,30,6,2.1
1375,7,30,7,2.6
1376,7,30,8,2.0
1377,7,30,9,1.3
1378,7,30,10,2.2
1379,7,30,11,4.1
1380,7,30,12,2.5
1381,7,30,13,4.4
1382,7,30,14,4.6
1383,7,30,15,4.2
1384,7,30,16,3.1
1385,7,30,17,2.0
1386,7,30,18,2.3
1387,7,30,19,1.9
1388,7,30,20,1.4
1389,7,30,21,0.8
1390,7,30,22,1.3
1391,7,30,23,1.1
1392,7,31,0,1.1
1393,7,31,1,2.4
1394,7,31,2,1.6
1395,7,31,3,1.4
1396,7,31,4,0.6
1397,7,31,5,1.1
1398,7,31,6,1.4
1399,7,31,7,3.5
1400,7,31,8,3.1
1401,7,31,9,1.5
1402,7,31,10,2.3
1403,7,31,11,3.7
1404,7,31,12,3.9
1405,7,31,13,4.0
1406,7,31,14,4.5
1407,7,31,15,2.7
1408,7,31,16,3.9
1409,7,31,17,4.2
1410,7,31,18,2.0
1411,7,31,19,2.3
1412,7,31,20,2.6
1413,7,31,21,0.3
1414,7,31,22,1.9
1415,7,31,23,1.7
1416,8,1,0,1.9
1417,8,1,1,1.0
1418,8,1,2,1.5
1419,8,1,3,1.4
1420,8,1,4,1.6
1421,8,1,5,1.4
1422,8,1,6,0.4
1423,8,1,7,0.8
1424,8,1,8,2.5
1425,8,1,9,2.2
1426,8,1,10,1.7
1427,8,1,11,2.6
1428,8,1,12,1.9
1429,8,1,13,2.4
1430,8,1,14,2.8
1431,8,1,15,2.5
1432,8,1,16,4.2
1433,8,1,17,2.0
1434,8,1,18,0.0
1435,8,1,19,2.3
1436,8,1,20,1.1
1437,8,1,21,1.5
1438,8,1,22,1.1
1439,8,1,23,1.9
1440,8,2,0,0.4
1441,8,2,1,0.2
1442,8,2,2,0.3
1443,8,2,3,0.2
1444,8,2,4,0.3
1445,8,2,5,1.0
1446,8,2,6,1.5
1447,8,2,7,1.4
1448,8,2,8,1.2
1449,8,2,9,3.6
1450,8,2,10,2.0
1451,8,2,11,2.6
1452,8,2,12,2.8
1453,8,2,13,4.3
1454,8,2,14,7.3
1455,8,2,15,1.4
1456,8,2,16,3.2
1457,8,2,17,3.0
1458,8,2,18,2.4
1459,8,2,19,1.4
1460,8,2,20,2.0
1461,8,2,21,0.8
1462,8,2,22,0.3
1463,8,2,23,1.5
1464,8,3,0,1.3
1465,8,3,1,1.1
1466,8,3,2,1.2
1467,8,3,3,1.9
1468,8,3,4,1.0
1469,8,3,5,1.8
1470,8,3,6,1.4
1471,8,3,7,0.2
1472,8,3,8,1.3
1473,8,3,9,2.2
1474,8,3,10,3.3
1475,8,3,11,3.8
1476,8,3,12,3.8
1477,8,3,13,5.2
1478,8,3,14,4.9
1479,8,3,15,5.5
1480,8,3,16,3.0
1481,8,3,17,2.3
1482,8,3,18,3.3
1483,8,3,19,1.4
1484,8,3,20,2.9
1485,8,3,21,1.1
1486,8,3,22,1.2
1487,8,3,23,2.4
1488,8,4,0,2.0
1489,8,4,1,0.7
1490,8,4,2,2.1
1491,8,4,3,1.6
1492,8,4,4,1.4
1493,8,4,5,0.9
1494,8,4,6,1.8
1495,8,4,7,1.1
1496,8,4,8,1.3
1497,8,4,9,2.0
1498,8,4,10,3.5
1499,8,4,11,3.9
1500,8,4,12,2.5
1501,8,4,13,3.0
1502,8,4,14,3.1
1503,8,4,15,3.9
1504,8,4,16,4.2
1505,8,4,17,3.7
1506,8,4,18,2.8
1507,8,4,19,2.1
1508,8,4,20,0.6
1509,8,4,21,1.1
1510,8,4,22,1.9
1511,8,4,23,0.8
1512,8,5,0,1.3
1513,8,5,1,1.6
1514,8,5,2,0.9
1515,8,5,3,1.3
1516,8,5,4,0.7
1517,8,5,5,1.7
1518,8,5,6,0.0
1519,8,5,7,1.3
1520,8,5,8,2.4
1521,8,5,9,1.0
1522,8,5,10,2.0
1523,8,5,11,2.2
1524,8,5,12,3.2
1525,8,5,13,3.3
1526,8,5,14,3.0
1527,8,5,15,3.3
1528,8,5,16,2.5
1529,8,5,17,4.1
1530,8,5,18,2.1
1531,8,5,19,1.8
1532,8,5,20,0.7
1533,8,5,21,1.3
1534,8,5,22,1.3
1535,8,5,23,1.7
1536,8,6,0,1.5
1537,8,6,1,1.3
1538,8,6,2,0.9
1539,8,6,3,0.7
1540,8,6,4,1.2
1541,8,6,5,0.3
1542,8,6,6,0.0
1543,8,6,7,0.7
1544,8,6,8,0.9
1545,8,6,9,1.7
1546,8,6,10,2.3
1547,8,6,11,3.3
1548,8,6,12,4.3
1549,8,6,13,4.3
1550,8,6,14,4.0
1551,8,6,15,3.0
1552,8,6,16,2.8
1553,8,6,17,1.1
1554,8,6,18,2.2
1555,8,6,19,2.5
1556,8,6,20,2.0
1557,8,6,21,2.7
1558,8,6,22,3.3
1559,8,6,23,2.7
1560,8,7,0,3.0
1561,8,7,1,3.1
1562,8,7,2,3.0
1563,8,7,3,2.7
1564,8,7,4,3.3
1565,8,7,5,3.5
1566,8,7,6,1.4
1567,8,7,7,1.3
1568,8,7,8,1.6
1569,8,7,9,0.6
1570,8,7,10,2.5
1571,8,7,11,2.0
1572,8,7,12,3.7
1573,8,7,13,3.4
1574,8,7,14,5.5
1575,8,7,15,4.4
1576,8,7,16,2.3
1577,8,7,17,2.9
1578,8,7,18,1.1
1579,8,7,19,2.1
1580,8,7,20,2.5
1581,8,7,21,2.4
1582,8,7,22,2.1
1583,8,7,23,2.4
